account_id,sales_opportunity_id,customer_id,bank_product_id,account_type,status,opened_time,balance,metadata_json
c79bbdad-b63c-fd4d-8eb0-f699038a4d51,576a6672-c75f-6c27-bf13-6d3a1f886fde,de912a24-ab94-f0d3-c5c6-8597bdad8a73,c765b0de-a0eb-065e-7c1e-ca21ba3c1d51,savings,active,2026-03-10T12:39:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 19, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
599726f7-640f-b366-e9d4-de5d2eaa6dc5,7735ff25-3359-4824-b824-5d02d12217b7,340b2cf5-1d9e-916b-03ef-ccb08d328668,8a2b0727-bc12-a2c2-bd3b-3a5fbe539b56,checking,active,2026-02-06T15:05:00+08:00,226048.78,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 5, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
d61043fa-a86a-6359-b100-11680b97b669,7fd50786-2c1e-1bb2-302e-e85b9771e0db,7900b8ed-3e33-b4c8-d686-20f5c9ea29ac,99ccbd70-ebc1-7841-c1ec-1401c7ffd3f9,checking,frozen,2026-03-23T12:40:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 1, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
9c4b06d4-3265-1d6f-50c6-1e92f5a9be0d,f2778038-a13f-d3fc-72ca-7cb95a082d96,7b86fc12-b2eb-6583-bf71-4f07dbd5fa33,d9635713-7fb8-59a4-4a5e-4e7672ac9fb4,checking,pending,2026-03-20T18:15:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 20, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
1102c258-9e2a-8d13-97e6-31596788f569,a69d545f-455d-72ac-e20d-88295b54163c,7b21af53-a1da-d9a9-8e76-a8e117b7b477,bc95cee4-c4ba-38d6-aa00-e381cf535388,checking,pending,2026-01-22T14:49:00+08:00,6047.10,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 2, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
ab4be22c-6505-79e0-1ed5-f67ef9d63fcb,3081b56b-47a1-4253-4c78-c0ee363660f5,6cfe879e-7167-ab86-5360-a408537fa777,db4fb395-7382-6815-5b0a-29814343fa69,savings,open,2026-03-19T13:26:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 2, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
900f2fa5-65fd-3b8e-1b68-27052fbacc32,ba3a46eb-2048-a9c0-c276-de10bbddbcc2,208463ca-067c-11bb-9e76-aaf056592e44,812e015b-d89f-2590-4212-78f3ad54ac5c,savings,active,2026-03-26T10:37:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 11, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
a177af13-4e91-2702-d68e-30634a61fc83,13a71c06-a175-c132-2e81-2f574d08d9df,0f5eecf9-860d-60e6-ddb0-45bd2e4ed1c8,c765b0de-a0eb-065e-7c1e-ca21ba3c1d51,savings,open,2026-02-14T14:45:00+08:00,2018.89,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 1, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
05c9547b-056f-397c-4a7f-91e555adc88e,dc35d423-0a60-910d-f6b1-00466772051d,1b92c18f-b8c7-73d2-cb00-9c57fa0a5b63,12245738-45f8-c76c-82b2-fa67188fcbbc,checking,active,2026-02-03T09:42:00+08:00,1448961.26,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 2, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
995dd2c5-784b-2103-7c39-6f7f8ab913f5,f25d1e9c-39f5-145b-0b2e-5728b30973d4,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,cfa01a1a-3e42-7dd3-aabc-c6b679f20bc7,checking,active,2026-03-08T10:56:00+08:00,68717.57,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 20, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
2b920e0f-1da3-f08e-3fbb-760a622d3a01,cc88a075-323b-6f8a-86e5-9d9aecea5f4b,e85f81d6-e3fd-8c05-4dc6-bf289f68a652,8a3f224d-dbd7-e06d-917f-7fe2a22ee617,savings,active,2026-04-26T17:21:00+08:00,246.61,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PRIVATE_BANKING"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 24, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
b2064b8e-c7c7-b38f-c44b-8a3313eb84a9,d1af228e-a0ff-8f08-1d2f-8957ba70dfd3,1b92c18f-b8c7-73d2-cb00-9c57fa0a5b63,c95712d1-8706-c0e6-fefd-958f66f76ba5,checking,active,2026-01-26T14:11:00+08:00,3935.34,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 2, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
a23d2189-39f9-680e-2362-da32bf502b39,ddb5c93f-c327-6e1c-4097-39771f18f4de,82e2b639-4a65-7719-9403-5626c8911298,817c3189-f383-e8f8-e8a4-868b678562d6,savings,active,2026-04-29T15:17:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 6, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
b244f795-3420-3ceb-998e-a0f6f8846777,8533d2e7-eb4a-79ef-75f1-f30ef13f8e32,ec67b2ef-fab8-18a1-865f-1ab5013c25f7,2c1b141b-3805-d884-36d6-502ab95726d4,checking,active,2026-04-03T18:09:00+08:00,1203.42,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 19, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
1086bf0e-91e9-9cf8-3989-f3cf9f020917,e01c6b94-fe73-c562-c3c0-7a443b68da7e,39886fdf-0055-c12e-3217-8d24446506e0,d1bed090-d5b6-8681-a262-b9b04408a54a,savings,pending,2026-03-15T17:24:00+08:00,5369.36,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 4, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
7e174bc2-5cd2-8b62-2f86-1f919b73bfad,96708626-aa18-9a6a-f68d-cd48e8bb7963,016a5998-5d73-241a-0262-244eb38f4007,60ede26e-b562-3b5f-b6e6-f76acb31099a,savings,active,2026-03-24T18:17:00+08:00,6272.91,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 17, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
9c63127d-8d2c-19eb-c323-b7513dc23c41,9294df97-f736-e317-ed6f-e18856516a33,88662124-2125-9e2f-148f-479feedbd06d,8d6675ed-617c-189e-0e47-34fd01ce4318,savings,active,2026-02-26T17:11:00+08:00,106008.36,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""PRIVATE_BANKING"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 7, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
d1e054e0-c373-bcc8-17d7-c3efd4e602ae,39f074ba-f266-fceb-46d5-6d414ee88761,a8b78abd-d9ce-577c-cb1d-88755067373b,f09330b3-4123-cd70-79c9-677ef47af944,checking,active,2026-03-31T09:15:00+08:00,37097.87,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 11, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
39ee1691-d4b7-a836-5c47-f440c775f7a8,b267bc99-08a9-de2f-9a10-a6cb53ed667e,9e4f03cc-fe3c-65aa-74e7-e07e493b6bb0,d1bed090-d5b6-8681-a262-b9b04408a54a,savings,active,2026-04-06T15:47:00+08:00,649.74,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 16, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
290f32be-eefb-9c70-39eb-e818a8dc263b,ec2581fe-f6ed-addb-92ff-c49342c5b660,691c9988-2477-6acc-a308-4cd20d6c7e8b,bd2af981-cb4a-d8ca-b164-4405f6062d6f,other,pending,2026-01-24T14:05:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 5, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
1bf5758d-64d3-445f-d473-51545c20e68b,bdfa47e1-1f1a-934f-71c5-6845612cfb41,f0f6ffad-b1fe-76aa-3212-7b9bd6c5dd23,c6bd36dc-51a4-e987-a38c-9ddbc578ef5d,savings,active,2026-03-11T15:02:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""branch"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 7, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
a502a7d6-da38-5eaf-5124-b3c0cbeb40a5,95a1d77a-6e95-429d-2c71-f739ed50858c,e0cd8691-5958-320a-6e01-824c81d23085,8856120b-9a03-9c06-9750-59fab4d00058,savings,pending,2026-03-31T16:31:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""call_center"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 18, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
bc510676-c425-5699-a1fe-45d286002dad,eb7892ae-f9e0-e5cc-8a7d-ce03c716822f,e85f81d6-e3fd-8c05-4dc6-bf289f68a652,b61be5cf-62e4-72ac-0005-f8eacb1dd033,checking,active,2026-03-12T12:35:00+08:00,4480.03,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 16, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
2baf19c1-b33b-9992-005f-314cb524cf0c,f118958f-74df-7053-7b71-626a175dfb32,5163d080-e220-3250-ab19-3bdc26bcf57b,1ce5e2de-a952-5181-5c38-5e9afcc5f305,checking,active,2026-03-02T14:12:00+08:00,17.26,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 25, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
874fe249-5bca-123d-5e5b-952f6b0c8ee3,6241bfce-0ea6-ce06-8079-18206b2d398c,2af3521e-7fba-d6ac-4b62-d3a89992d097,15ccc2e0-f3c4-6374-64ac-e6b53ec54b90,checking,active,2026-03-13T17:13:00+08:00,0.00,"{""product_family"": ""LENDING"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 17, ""overdraft_enabled"": true, ""cross_border_enabled"": false}}"
317c8a54-b9b4-78ac-37d7-925926113da7,e8ba8f2a-6c45-bd68-2233-a6b91e64a92b,bcb61bec-e3ce-905b-1ae8-70a4df2867e8,6c88a68c-8f83-2a8a-bd42-f991a0e2a2b3,checking,active,2026-02-14T09:32:00+08:00,2687.18,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""atm"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 3, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
32e1a402-ee91-ab33-e71f-65eb7a7881f3,11f1c123-bcd9-9be3-073e-2f5334da420d,f76794a3-667b-9372-a4e5-48000c922d8f,565e6037-9ea5-492c-bf29-168df2ee9ebd,savings,active,2026-03-21T10:17:00+08:00,0.00,"{""product_family"": ""LENDING"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 24, ""overdraft_enabled"": true, ""cross_border_enabled"": false}}"
193d9d1e-a658-da47-ee9d-f33799362dcc,23030354-11eb-79d7-0ac9-f48069364767,6e5fce23-aa50-3384-c1c0-4198933f90c7,95c811a1-e861-c7c7-ab53-a196ea9b681b,checking,active,2026-01-24T14:46:00+08:00,0.00,"{""product_family"": ""LENDING"", ""service_channel"": ""branch"", ""fee_plan"": ""PRIVATE_BANKING"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 22, ""overdraft_enabled"": true, ""cross_border_enabled"": false}}"
cf0606a7-7eb6-86c9-4ce5-5555756b79de,6f00dcb6-80b7-8a0c-8589-f502a3864a54,803e5368-a7da-a9e9-af40-e05acd03c436,e5544f5c-0b6f-ec37-9ac4-a15402032664,checking,open,2026-03-30T09:09:00+08:00,6328.08,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 25, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
4f2f3679-b2fb-170e-7efd-9e250e7c2f90,bb87fed5-0558-8c00-f1e1-290b272f3485,ee2ebbc5-5f00-d91c-d7f5-cacf05e1a855,6892b8b3-2e22-c362-8356-9d8cf10d3374,checking,active,2026-03-11T16:02:00+08:00,4047.65,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 13, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
e53187fa-e8e2-b323-bfe9-2b9529315ef9,56274567-9dbc-59f0-6b08-663ff5a5ba0b,915cca6e-51b6-d28e-c667-c08892296bfe,3009531a-0647-e2cd-e2a8-dcb10f29baae,savings,active,2026-03-22T11:42:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""atm"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 26, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
270d7ea6-75eb-ca19-614b-cd71093a6c23,f118958f-74df-7053-7b71-626a175dfb32,5163d080-e220-3250-ab19-3bdc26bcf57b,225eb134-5e4e-f909-473a-fce118bf4cca,savings,active,2026-03-02T14:12:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 10, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
7ac818d2-c437-e6d7-3ce2-cbd7b59a1ef7,2d3a26de-c22e-f61f-b255-20f977cd1e9d,8af3cb80-7d19-3f56-ed8e-2e473a885379,72e92ef9-d5b1-c07c-b13f-33216d27c053,savings,open,2026-03-23T09:31:00+08:00,188.52,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_3"", ""controls"": {""statement_cycle_day"": 27, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
bb597b53-2fba-fbda-a695-2b396005ed0b,59ae966f-98e4-7620-cd83-7f89aab6797d,7a1bbf8a-eba3-b04c-0d6b-1d759644fd8e,f1650e6b-d37a-c6f8-9344-f7e5184f044d,checking,active,2026-03-10T11:36:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 6, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
b7f6dd1f-6dc2-aa45-8617-2905e28309d9,f622bfd0-00a4-2afb-ac36-c8fa53e0839f,7a240dab-109a-aaa1-d06b-7fa13039c7b1,02e243e2-5fd6-3419-57bb-15c44fb722a9,savings,active,2026-03-31T11:38:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 21, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
a7366121-b6b4-621c-f661-ec41e7cc8ccb,a838ea1c-2e48-2cb3-b718-279cd8da0a06,6affaf49-c261-7942-5fd8-fe74e156e0a8,776e15c6-d70a-cb05-1fc7-981af41d807f,savings,active,2026-03-18T10:32:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""mobile_app"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 24, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
8a555459-dda0-34ec-fbad-8c2501d2c18d,7823c5aa-6454-4958-5f0a-69054d1d4fb1,1d2036e7-dff0-4dfa-a30b-6a8feff8def7,65c8fb68-fb59-2d4a-25c0-a4f29628b6e8,checking,active,2026-03-28T15:59:00+08:00,29174.49,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""web"", ""fee_plan"": ""STANDARD"", ""interest_tier"": ""TIER_1"", ""controls"": {""statement_cycle_day"": 5, ""overdraft_enabled"": false, ""cross_border_enabled"": false}}"
430463e0-682e-bc99-a782-7f20f0b756ee,39741873-fa8c-6afe-0058-ce0bb57fab6c,e0a51d91-cb11-1773-17da-02287ee44671,d2ea6298-a406-8504-b97a-7a6ab90864d2,checking,active,2026-03-10T13:55:00+08:00,0.00,"{""product_family"": ""DEPOSIT"", ""service_channel"": ""atm"", ""fee_plan"": ""PREMIUM"", ""interest_tier"": ""TIER_2"", ""controls"": {""statement_cycle_day"": 23, ""overdraft_enabled"": false, ""cross_border_enabled"": true}}"
